,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Cxcl2,0,1.851048309,0.987,0.971,0,PMN-MDSC,Cxcl2
Btg2,0,1.833845707,0.854,0.827,0,PMN-MDSC,Btg2
Gsr,0,1.75056247,0.826,0.808,0,PMN-MDSC,Gsr
C5ar1,0,1.737694067,0.753,0.682,0,PMN-MDSC,C5ar1
Litaf,0,1.605944705,0.853,0.874,0,PMN-MDSC,Litaf
S100a111,0,1.577301318,0.903,0.936,0,PMN-MDSC,S100a11
Pim1,0,1.543376175,0.941,0.937,0,PMN-MDSC,Pim1
Plek,0,1.534126324,0.967,0.963,0,PMN-MDSC,Plek
Tpd52,0,1.507416113,0.829,0.885,0,PMN-MDSC,Tpd52
Btg1,0,1.44442002,0.972,0.968,0,PMN-MDSC,Btg1
Nfkbiz,0,1.441967689,0.908,0.906,0,PMN-MDSC,Nfkbiz
Nfkbia,0,1.39290346,0.963,0.965,0,PMN-MDSC,Nfkbia
Mcl1,0,1.379400033,0.971,0.962,0,PMN-MDSC,Mcl1
Tyrobp,0,1.347022422,0.987,0.965,0,PMN-MDSC,Tyrobp
Spag9,0,1.341853797,0.869,0.938,0,PMN-MDSC,Spag9
Cd52,0,1.33715838,0.89,0.912,0,PMN-MDSC,Cd52
Dusp1,0,1.326386167,0.925,0.924,0,PMN-MDSC,Dusp1
Junb,0,1.249875281,0.97,0.959,0,PMN-MDSC,Junb
Fxyd5,0,1.173265958,0.916,0.933,0,PMN-MDSC,Fxyd5
H3f3b,0,1.117876769,0.982,0.986,0,PMN-MDSC,H3f3b
Eif1,0,1.075267019,0.965,0.972,0,PMN-MDSC,Eif1
Malat11,0,0.814323931,1,0.997,0,PMN-MDSC,Malat1
Il1rap,3.02E-306,2.684456249,0.568,0.293,6.28E-302,PMN-MDSC,Il1rap
Rnf149,2.07E-305,1.655152206,0.773,0.803,4.30E-301,PMN-MDSC,Rnf149
Mir142hg,5.87E-300,1.866030428,0.684,0.542,1.22E-295,PMN-MDSC,Mir142hg
Ddx5,7.90E-298,0.858374896,0.914,0.966,1.64E-293,PMN-MDSC,Ddx5
Ell2,1.15E-296,1.534471112,0.79,0.824,2.40E-292,PMN-MDSC,Ell2
Nlrp3,9.18E-294,1.532549433,0.819,0.837,1.91E-289,PMN-MDSC,Nlrp3
Picalm,6.94E-291,1.071373258,0.914,0.958,1.44E-286,PMN-MDSC,Picalm
Birc3,6.54E-288,1.987792967,0.685,0.619,1.36E-283,PMN-MDSC,Birc3
Cd14,1.37E-286,1.658609446,0.804,0.83,2.85E-282,PMN-MDSC,Cd14
H2-Q10,1.86E-286,1.650600583,0.301,0.024,3.86E-282,PMN-MDSC,H2-Q10
Msrb1,3.05E-285,1.205334212,0.872,0.893,6.33E-281,PMN-MDSC,Msrb1
Plaur,4.19E-273,1.521061763,0.754,0.804,8.71E-269,PMN-MDSC,Plaur
Ptafr,1.26E-267,2.036365419,0.583,0.376,2.62E-263,PMN-MDSC,Ptafr
Pik3ap1,1.90E-267,1.478455243,0.799,0.822,3.96E-263,PMN-MDSC,Pik3ap1
Map1lc3b,3.47E-266,1.33113029,0.76,0.857,7.21E-262,PMN-MDSC,Map1lc3b
Sik3,3.10E-264,1.464579456,0.788,0.876,6.44E-260,PMN-MDSC,Sik3
Adgre5,1.18E-261,1.848318568,0.594,0.383,2.46E-257,PMN-MDSC,Adgre5
Cd53,4.11E-258,1.123013216,0.793,0.896,8.55E-254,PMN-MDSC,Cd53
Nudt4,6.50E-253,2.082773472,0.526,0.286,1.35E-248,PMN-MDSC,Nudt4
Stk17b1,5.94E-251,1.702467254,0.706,0.727,1.24E-246,PMN-MDSC,Stk17b
Cmip,1.69E-250,1.305048551,0.838,0.921,3.52E-246,PMN-MDSC,Cmip
Lst1,1.98E-250,2.013424399,0.545,0.319,4.13E-246,PMN-MDSC,Lst1
N4bp1,1.45E-245,1.736708449,0.726,0.78,3.01E-241,PMN-MDSC,N4bp1
Asprv1,1.49E-238,2.133109213,0.264,0.024,3.09E-234,PMN-MDSC,Asprv1
Lcn2,1.20E-235,2.401692753,0.321,0.061,2.49E-231,PMN-MDSC,Lcn2
Ccnl1,2.36E-235,1.071208163,0.781,0.888,4.90E-231,PMN-MDSC,Ccnl1
Xylt1,6.36E-232,1.875293691,0.698,0.677,1.32E-227,PMN-MDSC,Xylt1
Ifitm11,7.77E-230,2.014018758,0.566,0.318,1.61E-225,PMN-MDSC,Ifitm1
Fgl2,9.15E-227,1.982325202,0.509,0.279,1.90E-222,PMN-MDSC,Fgl2
Lpcat2,7.06E-226,1.951855963,0.571,0.403,1.47E-221,PMN-MDSC,Lpcat2
Dhrs9,8.39E-225,1.502426814,0.278,0.038,1.74E-220,PMN-MDSC,Dhrs9
7.Mar,9.66E-218,1.543566462,0.692,0.767,2.01E-213,PMN-MDSC,7.Mar
Pde4b,2.41E-217,1.10826124,0.842,0.914,5.01E-213,PMN-MDSC,Pde4b
Lilr4b,5.53E-217,1.252839021,0.759,0.821,1.15E-212,PMN-MDSC,Lilr4b
Lcp1,1.45E-213,0.877032407,0.883,0.934,3.02E-209,PMN-MDSC,Lcp1
Pnrc1,6.66E-213,1.098907392,0.779,0.877,1.38E-208,PMN-MDSC,Pnrc1
Mirt2,6.06E-212,1.362129826,0.248,0.027,1.26E-207,PMN-MDSC,Mirt2
Slc7a11,9.25E-211,1.350455281,0.827,0.8,1.92E-206,PMN-MDSC,Slc7a11
Rdh12,1.17E-210,1.623186954,0.237,0.022,2.44E-206,PMN-MDSC,Rdh12
Retreg1,1.90E-210,1.659863676,0.661,0.681,3.94E-206,PMN-MDSC,Retreg1
Inpp5d1,3.80E-208,1.607572035,0.688,0.717,7.91E-204,PMN-MDSC,Inpp5d
Trib1,4.62E-208,1.383998143,0.694,0.754,9.60E-204,PMN-MDSC,Trib1
Jak21,5.44E-206,1.867329301,0.667,0.624,1.13E-201,PMN-MDSC,Jak2
Stfa2l1,6.02E-206,2.068008495,0.21,0.01,1.25E-201,PMN-MDSC,Stfa2l1
Sirpb1b,1.43E-204,1.882267078,0.478,0.263,2.97E-200,PMN-MDSC,Sirpb1b
St3gal6,4.28E-204,1.992670403,0.398,0.153,8.91E-200,PMN-MDSC,St3gal6
Tut7,5.30E-202,1.534749569,0.665,0.72,1.10E-197,PMN-MDSC,Tut7
Trim30b,1.76E-200,1.365685706,0.26,0.039,3.66E-196,PMN-MDSC,Trim30b
Rabgef1,1.59E-198,1.431516586,0.678,0.744,3.31E-194,PMN-MDSC,Rabgef1
Il1f9,3.26E-193,1.645641517,0.223,0.022,6.79E-189,PMN-MDSC,Il1f9
Upp1,9.56E-193,1.650361657,0.309,0.077,1.99E-188,PMN-MDSC,Upp1
4732465J04Rik,2.78E-191,1.153059051,0.2,0.011,5.79E-187,PMN-MDSC,4732465J04Rik
Arih2,4.84E-191,1.577201954,0.658,0.705,1.01E-186,PMN-MDSC,Arih2
Grina,4.42E-190,1.546929524,0.652,0.666,9.19E-186,PMN-MDSC,Grina
Snx18,2.48E-189,1.471428934,0.665,0.696,5.16E-185,PMN-MDSC,Snx18
Lilrb4a,2.94E-189,1.01193965,0.783,0.872,6.11E-185,PMN-MDSC,Lilrb4a
Cd24a,3.33E-188,1.856625304,0.577,0.462,6.93E-184,PMN-MDSC,Cd24a
Fbxo11,1.17E-186,1.251296675,0.812,0.913,2.42E-182,PMN-MDSC,Fbxo11
Dusp16,1.21E-184,1.694690903,0.679,0.748,2.51E-180,PMN-MDSC,Dusp16
Slfn4,1.78E-183,1.548041623,0.272,0.056,3.71E-179,PMN-MDSC,Slfn4
Ndel1,3.22E-181,1.694760078,0.637,0.677,6.70E-177,PMN-MDSC,Ndel1
Suco,6.21E-178,1.749754532,0.609,0.582,1.29E-173,PMN-MDSC,Suco
Fgd3,2.54E-177,1.811956987,0.42,0.206,5.27E-173,PMN-MDSC,Fgd3
Mapkapk2,2.88E-171,1.207663134,0.776,0.903,5.99E-167,PMN-MDSC,Mapkapk2
Lyn1,3.21E-167,1.021016005,0.837,0.943,6.68E-163,PMN-MDSC,Lyn
Smox,5.40E-163,1.909230025,0.529,0.411,1.12E-158,PMN-MDSC,Smox
Slc2a3,7.97E-163,1.396033584,0.225,0.037,1.66E-158,PMN-MDSC,Slc2a3
Klf2,1.14E-156,1.652488509,0.636,0.624,2.37E-152,PMN-MDSC,Klf2
Alcam,1.80E-153,1.430035818,0.719,0.737,3.74E-149,PMN-MDSC,Alcam
Ccrl2,2.94E-152,1.98526143,0.705,0.818,6.11E-148,PMN-MDSC,Ccrl2
Marcksl11,6.52E-152,1.787765946,0.498,0.341,1.36E-147,PMN-MDSC,Marcksl1
Tax1bp1,3.25E-151,0.937262179,0.734,0.903,6.76E-147,PMN-MDSC,Tax1bp1
Snap23,1.07E-150,1.66661681,0.565,0.531,2.23E-146,PMN-MDSC,Snap23
Cstdc4,1.47E-149,2.056413149,0.176,0.016,3.05E-145,PMN-MDSC,Cstdc4
Cyp4f18,2.81E-149,1.864360582,0.534,0.447,5.85E-145,PMN-MDSC,Cyp4f18
Rab7,3.14E-149,1.202926585,0.682,0.834,6.53E-145,PMN-MDSC,Rab7
Ltb,7.14E-149,1.512473001,0.304,0.103,1.49E-144,PMN-MDSC,Ltb
H3f3a1,3.10E-144,0.624079692,0.92,0.968,6.44E-140,PMN-MDSC,H3f3a
Rac21,1.44E-143,1.327283606,0.63,0.713,3.00E-139,PMN-MDSC,Rac2
Fgr,2.04E-141,1.581190933,0.578,0.566,4.25E-137,PMN-MDSC,Fgr
Ddx6,6.62E-141,1.372541822,0.672,0.834,1.38E-136,PMN-MDSC,Ddx6
Coro1a,2.49E-139,1.013057138,0.706,0.826,5.18E-135,PMN-MDSC,Coro1a
Neurl3,1.19E-137,1.650851408,0.439,0.28,2.48E-133,PMN-MDSC,Neurl3
Mrgpra2b,7.46E-136,0.976607378,0.149,0.01,1.55E-131,PMN-MDSC,Mrgpra2b
Rab11fip1,5.52E-134,1.128874186,0.718,0.797,1.15E-129,PMN-MDSC,Rab11fip1
Itgam1,2.93E-131,1.127253161,0.565,0.411,6.10E-127,PMN-MDSC,Itgam
Cd80,7.70E-129,1.620568004,0.585,0.591,1.60E-124,PMN-MDSC,Cd80
Vasp,3.35E-128,1.265187951,0.629,0.739,6.96E-124,PMN-MDSC,Vasp
Slc22a15,1.56E-127,1.406968972,0.271,0.093,3.25E-123,PMN-MDSC,Slc22a15
Cxcr4,4.43E-127,1.774311007,0.419,0.267,9.22E-123,PMN-MDSC,Cxcr4
Dhx40,9.75E-125,2.916787676,0.513,0.44,2.03E-120,PMN-MDSC,Dhx40
Chd7,1.33E-123,1.236923141,0.662,0.793,2.77E-119,PMN-MDSC,Chd7
Gmfg,9.84E-123,1.418379979,0.593,0.643,2.05E-118,PMN-MDSC,Gmfg
Mefv,9.46E-121,1.077058706,0.212,0.052,1.97E-116,PMN-MDSC,Mefv
Ik,3.67E-119,0.260333043,0.19,0.556,7.64E-115,PMN-MDSC,Ik
Ier5,3.74E-119,1.16397836,0.651,0.797,7.77E-115,PMN-MDSC,Ier5
Myo1d,7.19E-119,1.494794902,0.247,0.079,1.50E-114,PMN-MDSC,Myo1d
Rab44,1.52E-116,1.63683192,0.383,0.229,3.15E-112,PMN-MDSC,Rab44
Atp2b1,3.21E-115,0.919163185,0.797,0.918,6.68E-111,PMN-MDSC,Atp2b1
Erbin1,4.39E-115,1.258461104,0.657,0.834,9.13E-111,PMN-MDSC,Erbin
Nfe2l2,1.36E-114,1.239688323,0.652,0.786,2.83E-110,PMN-MDSC,Nfe2l2
Chil1,2.03E-112,0.896373999,0.14,0.015,4.23E-108,PMN-MDSC,Chil1
Cd300lf,4.35E-112,1.283823413,0.602,0.687,9.06E-108,PMN-MDSC,Cd300lf
Arhgap18,3.27E-111,0.255891743,0.159,0.473,6.81E-107,PMN-MDSC,Arhgap18
Ninj1,1.06E-110,1.368997018,0.534,0.467,2.19E-106,PMN-MDSC,Ninj1
Baz2b,1.47E-108,1.119815247,0.694,0.871,3.05E-104,PMN-MDSC,Baz2b
Snx291,2.02E-108,0.334393898,0.185,0.517,4.19E-104,PMN-MDSC,Snx29
Hspa4l,1.64E-107,1.991387093,0.532,0.528,3.41E-103,PMN-MDSC,Hspa4l
Plk3,3.86E-106,1.241568083,0.611,0.68,8.03E-102,PMN-MDSC,Plk3
Prkcb1,3.18E-105,1.519928475,0.467,0.363,6.61E-101,PMN-MDSC,Prkcb
Prdx5,2.35E-104,0.721628932,0.841,0.925,4.89E-100,PMN-MDSC,Prdx5
Ntng2,4.40E-104,1.468090737,0.23,0.076,9.15E-100,PMN-MDSC,Ntng2
Snx20,5.60E-104,1.521058019,0.538,0.554,1.16E-99,PMN-MDSC,Snx20
Zcchc71,1.44E-103,0.255607423,0.256,0.664,2.99E-99,PMN-MDSC,Zcchc7
Arhgef3,1.50E-103,1.541837194,0.61,0.699,3.13E-99,PMN-MDSC,Arhgef3
Spi1,1.60E-103,0.940235196,0.668,0.832,3.33E-99,PMN-MDSC,Spi1
2310001H17Rik,1.26E-102,1.317587832,0.302,0.145,2.62E-98,PMN-MDSC,2310001H17Rik
Tsc22d2,1.25E-100,0.315351732,0.214,0.569,2.59E-96,PMN-MDSC,Tsc22d2
Cdk2ap2,4.82E-100,1.647049747,0.596,0.704,1.00E-95,PMN-MDSC,Cdk2ap2
Neat1,1.43E-98,0.782169865,0.817,0.898,2.97E-94,PMN-MDSC,Neat1
Lamb3,3.11E-98,0.946515982,0.166,0.036,6.46E-94,PMN-MDSC,Lamb3
Sell1,1.01E-97,1.258629807,0.303,0.144,2.09E-93,PMN-MDSC,Sell
Klhl61,1.43E-97,0.427259708,0.175,0.481,2.97E-93,PMN-MDSC,Klhl6
Cd177,3.11E-95,0.846394751,0.122,0.013,6.46E-91,PMN-MDSC,Cd177
Pip5k1b,8.09E-95,1.65735472,0.322,0.178,1.68E-90,PMN-MDSC,Pip5k1b
Arl15,1.62E-93,0.276611063,0.303,0.715,3.38E-89,PMN-MDSC,Arl15
Ccnd3,2.16E-93,1.630355829,0.541,0.574,4.49E-89,PMN-MDSC,Ccnd3
Rcbtb2,2.29E-93,0.267493496,0.15,0.429,4.75E-89,PMN-MDSC,Rcbtb2
Fam13b,3.58E-93,0.256650895,0.176,0.481,7.44E-89,PMN-MDSC,Fam13b
Spata13,4.47E-92,1.731387336,0.437,0.353,9.30E-88,PMN-MDSC,Spata13
Tnfaip2,4.84E-92,1.07331025,0.681,0.757,1.01E-87,PMN-MDSC,Tnfaip2
Dync1li1,6.50E-92,0.276594688,0.208,0.548,1.35E-87,PMN-MDSC,Dync1li1
Fam104a,9.72E-92,0.269212953,0.25,0.643,2.02E-87,PMN-MDSC,Fam104a
N4bp2l21,1.69E-89,0.28691359,0.224,0.575,3.50E-85,PMN-MDSC,N4bp2l2
Gadd45b,1.20E-88,1.580785729,0.602,0.724,2.50E-84,PMN-MDSC,Gadd45b
Cyb5r4,1.39E-88,0.274599582,0.195,0.515,2.89E-84,PMN-MDSC,Cyb5r4
Ddx3x,2.72E-88,1.041994931,0.647,0.829,5.67E-84,PMN-MDSC,Ddx3x
Lrp10,6.60E-88,0.263656621,0.229,0.588,1.37E-83,PMN-MDSC,Lrp10
Hipk1,2.31E-87,0.274018496,0.212,0.543,4.80E-83,PMN-MDSC,Hipk1
Ypel5,3.18E-87,0.273166764,0.189,0.499,6.62E-83,PMN-MDSC,Ypel5
Slc16a3,9.63E-87,1.600295996,0.442,0.368,2.00E-82,PMN-MDSC,Slc16a3
Gm41409,1.62E-86,1.273935025,0.196,0.064,3.37E-82,PMN-MDSC,Gm41409
F630028O10Rik,2.12E-86,1.230964947,0.205,0.071,4.40E-82,PMN-MDSC,F630028O10Rik
Hcar2,3.72E-86,1.708302986,0.386,0.279,7.74E-82,PMN-MDSC,Hcar2
Nfatc3,7.27E-86,0.309335191,0.143,0.402,1.51E-81,PMN-MDSC,Nfatc3
Pdpk11,1.03E-85,0.281050428,0.141,0.398,2.15E-81,PMN-MDSC,Pdpk1
Itch1,1.86E-85,0.295722165,0.192,0.498,3.86E-81,PMN-MDSC,Itch
Btbd9,2.41E-85,1.225431244,0.633,0.805,5.01E-81,PMN-MDSC,Btbd9
Jund,5.11E-85,0.89655562,0.692,0.872,1.06E-80,PMN-MDSC,Jund
Rab6a,7.65E-85,0.302198636,0.239,0.602,1.59E-80,PMN-MDSC,Rab6a
Zfhx3,2.51E-84,0.293687378,0.165,0.441,5.22E-80,PMN-MDSC,Zfhx3
Ostf1,1.33E-83,0.747363901,0.688,0.885,2.76E-79,PMN-MDSC,Ostf1
Btbd7,3.54E-83,0.268637612,0.224,0.563,7.35E-79,PMN-MDSC,Btbd7
Wdr45b,4.44E-83,0.277095768,0.168,0.447,9.24E-79,PMN-MDSC,Wdr45b
Ipcef1,1.43E-82,1.458714203,0.265,0.128,2.97E-78,PMN-MDSC,Ipcef1
Cd101,5.10E-82,1.358837271,0.28,0.145,1.06E-77,PMN-MDSC,Cd101
Cd441,8.20E-82,0.542615584,0.948,0.954,1.71E-77,PMN-MDSC,Cd44
Crk,1.36E-81,0.297544392,0.208,0.531,2.84E-77,PMN-MDSC,Crk
Kdm2a1,1.81E-81,0.316608011,0.233,0.581,3.77E-77,PMN-MDSC,Kdm2a
Dach1,2.55E-81,1.658689744,0.185,0.059,5.30E-77,PMN-MDSC,Dach1
Fbxw71,3.70E-81,0.273104741,0.177,0.462,7.69E-77,PMN-MDSC,Fbxw7
Gm12840,7.21E-81,0.562458289,0.163,0.428,1.50E-76,PMN-MDSC,Gm12840
Atp8a11,1.22E-80,0.311515186,0.246,0.598,2.54E-76,PMN-MDSC,Atp8a1
Atf21,4.61E-80,0.311853846,0.147,0.399,9.60E-76,PMN-MDSC,Atf2
Arpc3,1.20E-79,0.634776557,0.762,0.927,2.49E-75,PMN-MDSC,Arpc3
Bcl10,1.95E-79,0.287125512,0.213,0.536,4.06E-75,PMN-MDSC,Bcl10
Braf,2.48E-79,1.591929952,0.572,0.692,5.15E-75,PMN-MDSC,Braf
Agtpbp1,3.00E-79,0.269035176,0.117,0.339,6.25E-75,PMN-MDSC,Agtpbp1
Smad42,3.33E-79,0.300028361,0.21,0.523,6.93E-75,PMN-MDSC,Smad4
Rictor2,5.14E-79,0.294070389,0.216,0.537,1.07E-74,PMN-MDSC,Rictor
Scaper1,7.88E-79,0.327177822,0.164,0.43,1.64E-74,PMN-MDSC,Scaper
Zfp1061,1.97E-78,0.278840133,0.209,0.523,4.10E-74,PMN-MDSC,Zfp106
Ifngr2,4.19E-78,0.258445991,0.164,0.43,8.71E-74,PMN-MDSC,Ifngr2
Fes,6.10E-78,0.269809767,0.199,0.503,1.27E-73,PMN-MDSC,Fes
Slc40a1,7.96E-78,0.754005779,0.127,0.024,1.65E-73,PMN-MDSC,Slc40a1
Supt6,1.07E-77,0.303332259,0.209,0.525,2.22E-73,PMN-MDSC,Supt6
Gtdc1,1.16E-77,1.586274479,0.459,0.412,2.41E-73,PMN-MDSC,Gtdc1
Rbm392,2.47E-77,0.530438911,0.826,0.957,5.13E-73,PMN-MDSC,Rbm39
Ppp1r10,5.07E-77,0.303977177,0.155,0.411,1.06E-72,PMN-MDSC,Ppp1r10
Raf1,8.08E-77,0.352339011,0.208,0.517,1.68E-72,PMN-MDSC,Raf1
Eea1,1.91E-76,0.28915904,0.303,0.706,3.97E-72,PMN-MDSC,Eea1
Egr1,4.01E-76,0.960333308,0.754,0.828,8.33E-72,PMN-MDSC,Egr1
Zfp2921,4.90E-76,0.253156565,0.171,0.437,1.02E-71,PMN-MDSC,Zfp292
Arhgap151,5.94E-76,1.35909951,0.661,0.802,1.23E-71,PMN-MDSC,Arhgap15
Tnrc6b,2.57E-75,1.389603975,0.54,0.615,5.35E-71,PMN-MDSC,Tnrc6b
Tmem189,7.58E-75,0.297423967,0.254,0.612,1.58E-70,PMN-MDSC,Tmem189
Myadm,9.35E-75,0.272680039,0.143,0.383,1.94E-70,PMN-MDSC,Myadm
Ep300,1.20E-74,0.292284017,0.179,0.455,2.49E-70,PMN-MDSC,Ep300
Ppp1r15a,1.79E-74,1.308359965,0.569,0.67,3.72E-70,PMN-MDSC,Ppp1r15a
Dym,3.56E-74,0.340790953,0.174,0.446,7.39E-70,PMN-MDSC,Dym
Gcnt2,3.81E-74,1.375798309,0.558,0.65,7.92E-70,PMN-MDSC,Gcnt2
Eapp,6.40E-74,0.288890279,0.151,0.399,1.33E-69,PMN-MDSC,Eapp
Gk1,6.81E-74,0.250079533,0.318,0.688,1.42E-69,PMN-MDSC,Gk
Parp4,9.35E-74,0.380539283,0.182,0.46,1.94E-69,PMN-MDSC,Parp4
Rnf213,3.02E-73,0.31736853,0.13,0.352,6.28E-69,PMN-MDSC,Rnf213
Bbip1,3.74E-73,0.307909648,0.174,0.445,7.77E-69,PMN-MDSC,Bbip1
Yme1l1,9.20E-73,0.301732297,0.162,0.418,1.91E-68,PMN-MDSC,Yme1l1
Herpud2,3.43E-72,0.281878241,0.116,0.327,7.13E-68,PMN-MDSC,Herpud2
Crlf2,1.06E-71,0.259513572,0.21,0.513,2.21E-67,PMN-MDSC,Crlf2
Nrbp1,1.25E-71,0.303475769,0.159,0.411,2.61E-67,PMN-MDSC,Nrbp1
Chm,1.57E-71,0.284494628,0.15,0.391,3.27E-67,PMN-MDSC,Chm
Larp1b,1.95E-71,0.312309,0.114,0.318,4.06E-67,PMN-MDSC,Larp1b
Tcn2,2.14E-71,0.304255845,0.196,0.484,4.44E-67,PMN-MDSC,Tcn2
Smurf2,2.73E-71,0.370446413,0.206,0.504,5.68E-67,PMN-MDSC,Smurf2
Cdkn1b,3.26E-71,0.25274507,0.201,0.489,6.78E-67,PMN-MDSC,Cdkn1b
Mob4,3.58E-71,0.360510976,0.191,0.476,7.44E-67,PMN-MDSC,Mob4
Marcks1,4.06E-71,1.133794227,0.492,0.444,8.45E-67,PMN-MDSC,Marcks
Arf2,6.40E-71,0.323262183,0.131,0.353,1.33E-66,PMN-MDSC,Arf2
Ergic2,9.11E-71,0.309960384,0.173,0.437,1.90E-66,PMN-MDSC,Ergic2
Stx6,9.70E-71,0.402527371,0.181,0.454,2.02E-66,PMN-MDSC,Stx6
Taf1,2.36E-70,0.310091647,0.148,0.385,4.91E-66,PMN-MDSC,Taf1
Il6ra,2.39E-70,0.30760698,0.185,0.458,4.96E-66,PMN-MDSC,Il6ra
Smndc1,3.04E-70,0.327475449,0.193,0.475,6.33E-66,PMN-MDSC,Smndc1
Gbp7,3.15E-70,0.304362873,0.127,0.342,6.56E-66,PMN-MDSC,Gbp7
Cdc42se1,6.04E-70,0.338998545,0.188,0.467,1.26E-65,PMN-MDSC,Cdc42se1
Gm26740,6.46E-70,1.578600259,0.46,0.44,1.34E-65,PMN-MDSC,Gm26740
Dock21,7.78E-70,0.717429142,0.721,0.907,1.62E-65,PMN-MDSC,Dock2
Treml4,8.97E-70,1.372421744,0.251,0.128,1.87E-65,PMN-MDSC,Treml4
Tox4,9.49E-70,0.340546152,0.197,0.484,1.97E-65,PMN-MDSC,Tox4
Acsl5,9.69E-70,0.38138487,0.163,0.416,2.01E-65,PMN-MDSC,Acsl5
Gabarapl21,1.34E-69,0.333580537,0.214,0.522,2.79E-65,PMN-MDSC,Gabarapl2
Mvb12b,1.60E-69,0.261921118,0.124,0.337,3.32E-65,PMN-MDSC,Mvb12b
Sh2d3c,1.72E-69,0.902186863,0.155,0.048,3.57E-65,PMN-MDSC,Sh2d3c
Ubald2,2.12E-69,0.372776314,0.217,0.525,4.42E-65,PMN-MDSC,Ubald2
Stk38,2.20E-69,0.317836146,0.157,0.402,4.58E-65,PMN-MDSC,Stk38
Susd61,2.37E-69,1.251726253,0.589,0.732,4.93E-65,PMN-MDSC,Susd6
Rab431,2.62E-69,0.301312847,0.253,0.587,5.45E-65,PMN-MDSC,Rab43
R3hdm2,2.74E-69,0.298661796,0.181,0.447,5.70E-65,PMN-MDSC,R3hdm2
Stk42,3.10E-69,0.258594015,0.195,0.473,6.45E-65,PMN-MDSC,Stk4
Ell,3.12E-69,0.356741773,0.175,0.438,6.48E-65,PMN-MDSC,Ell
Clec5a,4.50E-69,1.633648813,0.451,0.429,9.36E-65,PMN-MDSC,Clec5a
Znrd1,6.34E-69,0.25834968,0.133,0.354,1.32E-64,PMN-MDSC,Znrd1
Cop12,1.04E-68,0.349036013,0.251,0.588,2.15E-64,PMN-MDSC,Cop1
Mettl9,1.29E-68,0.343754461,0.189,0.465,2.69E-64,PMN-MDSC,Mettl9
Herc11,2.07E-68,0.443105204,0.224,0.537,4.31E-64,PMN-MDSC,Herc1
Arf6,3.57E-68,0.331437687,0.186,0.458,7.41E-64,PMN-MDSC,Arf6
Fbxo38,9.11E-68,0.315752089,0.167,0.418,1.89E-63,PMN-MDSC,Fbxo38
Clip1,1.72E-67,0.342687703,0.165,0.412,3.57E-63,PMN-MDSC,Clip1
Tmem591,1.90E-67,0.259010951,0.296,0.691,3.96E-63,PMN-MDSC,Tmem59
Gm14455,1.90E-67,0.741040182,0.133,0.034,3.96E-63,PMN-MDSC,Gm14455
Fam133b,1.43E-66,0.34564025,0.148,0.378,2.98E-62,PMN-MDSC,Fam133b
Mbd5,2.16E-66,0.385937298,0.246,0.572,4.49E-62,PMN-MDSC,Mbd5
Slu7,2.36E-66,0.279436724,0.138,0.359,4.92E-62,PMN-MDSC,Slu7
Tex14,3.05E-66,0.55699307,0.115,0.312,6.33E-62,PMN-MDSC,Tex14
Shoc2,1.28E-65,0.29870154,0.136,0.353,2.66E-61,PMN-MDSC,Shoc2
Zzef11,1.83E-65,0.368354437,0.193,0.466,3.81E-61,PMN-MDSC,Zzef1
Zranb12,2.46E-65,0.308224349,0.172,0.421,5.12E-61,PMN-MDSC,Zranb1
Tmem38b,3.39E-65,0.360329285,0.163,0.406,7.04E-61,PMN-MDSC,Tmem38b
St3gal5,3.42E-65,1.035913172,0.196,0.082,7.12E-61,PMN-MDSC,St3gal5
Rnasel,4.41E-65,0.370324868,0.138,0.356,9.17E-61,PMN-MDSC,Rnasel
Tbc1d151,5.61E-65,0.311083965,0.26,0.605,1.17E-60,PMN-MDSC,Tbc1d15
Oxr1,5.85E-65,0.426926107,0.141,0.36,1.22E-60,PMN-MDSC,Oxr1
Homer1,7.29E-65,0.326230046,0.154,0.383,1.52E-60,PMN-MDSC,Homer1
Phf20l11,1.31E-64,0.340410148,0.269,0.623,2.71E-60,PMN-MDSC,Phf20l1
Otud5,1.66E-64,0.272171991,0.146,0.37,3.44E-60,PMN-MDSC,Otud5
Ubac22,1.79E-64,0.29493347,0.15,0.375,3.73E-60,PMN-MDSC,Ubac2
Txnip1,2.37E-64,1.432102738,0.46,0.442,4.93E-60,PMN-MDSC,Txnip
Nfkb21,4.36E-64,0.285747373,0.149,0.376,9.07E-60,PMN-MDSC,Nfkb2
D1Ertd622e,4.87E-64,0.278166696,0.128,0.335,1.01E-59,PMN-MDSC,D1Ertd622e
Grk51,8.08E-64,0.258564731,0.293,0.626,1.68E-59,PMN-MDSC,Grk5
Tle3,8.11E-64,0.277892507,0.152,0.38,1.69E-59,PMN-MDSC,Tle3
Crlf31,1.66E-63,0.340231862,0.154,0.383,3.44E-59,PMN-MDSC,Crlf3
Tgif1,1.87E-63,0.340021714,0.272,0.628,3.89E-59,PMN-MDSC,Tgif1
Slc31a1,2.12E-63,0.292429853,0.112,0.303,4.41E-59,PMN-MDSC,Slc31a1
Csnk1d,2.73E-63,0.433681069,0.215,0.509,5.68E-59,PMN-MDSC,Csnk1d
Tab22,3.72E-63,0.311520817,0.263,0.606,7.74E-59,PMN-MDSC,Tab2
